Source node name,Source node type,Relationship type,Target node type,Target node name
DB00934,DRUG,TREAT,DISEASE,C0282126
DB00934,DRUG,TREAT,DISEASE,C0349218
DB00934,DRUG,TREAT,DISEASE,C0392674
DB00934,DRUG,TREAT,DISEASE,C0520665
DB00934,DRUG,TREAT,DISEASE,C0525045
DB00934,DRUG,TREAT,DISEASE,C1269683
DB00643,DRUG,TREAT,DISEASE,C0003950
DB00643,DRUG,TREAT,DISEASE,C0009450
DB00643,DRUG,TREAT,DISEASE,C0011991
DB00643,DRUG,TREAT,DISEASE,C0019911
DB00643,DRUG,TREAT,DISEASE,C0040954
DB00643,DRUG,TREAT,DISEASE,C0086227
DB00643,DRUG,TREAT,DISEASE,C0275524
DB12554,DRUG,TREAT,DISEASE,C0000737
DB12554,DRUG,TREAT,DISEASE,C0009806
DB12554,DRUG,TREAT,DISEASE,C0011991
DB12554,DRUG,TREAT,DISEASE,C0016204
DB12554,DRUG,TREAT,DISEASE,C0021831
DB12554,DRUG,TREAT,DISEASE,C0022104
DB12554,DRUG,TREAT,DISEASE,C0026821
DB00657,DRUG,TREAT,DISEASE,C0020540
DB00657,DRUG,TREAT,DISEASE,C0085580
DB00888,DRUG,TREAT,DISEASE,C0004093
DB00888,DRUG,TREAT,DISEASE,C0007121
DB00888,DRUG,TREAT,DISEASE,C0013687
DB00888,DRUG,TREAT,DISEASE,C0019829
DB00888,DRUG,TREAT,DISEASE,C0023434
DB00888,DRUG,TREAT,DISEASE,C0024299
DB00888,DRUG,TREAT,DISEASE,C0026948
DB00888,DRUG,TREAT,DISEASE,C0032463
DB00888,DRUG,TREAT,DISEASE,C0849867
DB00888,DRUG,TREAT,DISEASE,C1384494
DB00737,DRUG,TREAT,DISEASE,C0012833
DB00737,DRUG,TREAT,DISEASE,C0020517
DB00737,DRUG,TREAT,DISEASE,C0026603
DB00737,DRUG,TREAT,DISEASE,C0027497
DB00737,DRUG,TREAT,DISEASE,C0042571
DB00737,DRUG,TREAT,DISEASE,C0042963
DB00784,DRUG,TREAT,DISEASE,C0015967
DB00784,DRUG,TREAT,DISEASE,C0025323
DB00784,DRUG,TREAT,DISEASE,C0025874
DB00784,DRUG,TREAT,DISEASE,C0030193
DB00784,DRUG,TREAT,DISEASE,C0040460
DB00784,DRUG,TREAT,DISEASE,C0149875
DB00784,DRUG,TREAT,DISEASE,C0241863
DB00358,DRUG,TREAT,DISEASE,C0009450
DB00358,DRUG,TREAT,DISEASE,C0024530
DB00358,DRUG,TREAT,DISEASE,C0858318
DB00358,DRUG,TREAT,DISEASE,C0858319
DB00358,DRUG,TREAT,DISEASE,C0858320
DB00358,DRUG,TREAT,DISEASE,C0858321
DB00358,DRUG,TREAT,DISEASE,C2363980
DB01043,DRUG,TREAT,DISEASE,C0002395
DB01043,DRUG,TREAT,DISEASE,C0011269
DB01043,DRUG,TREAT,DISEASE,C0014544
DB01043,DRUG,TREAT,DISEASE,C0026838
DB01043,DRUG,TREAT,DISEASE,C0027796
DB01043,DRUG,TREAT,DISEASE,C0029221
DB01043,DRUG,TREAT,DISEASE,C0030567
DB01043,DRUG,TREAT,DISEASE,C0497327
DB04843,DRUG,TREAT,DISEASE,C0030920
DB00454,DRUG,TREAT,DISEASE,C0001339
DB00454,DRUG,TREAT,DISEASE,C0010200
DB00454,DRUG,TREAT,DISEASE,C0011991
DB00454,DRUG,TREAT,DISEASE,C0030193
DB00454,DRUG,TREAT,DISEASE,C0030305
DB00454,DRUG,TREAT,DISEASE,C0150055
DB00454,DRUG,TREAT,DISEASE,C0151824
DB00454,DRUG,TREAT,DISEASE,C0152169
DB00454,DRUG,TREAT,DISEASE,C0184567
DB00454,DRUG,TREAT,DISEASE,C0234447
DB00454,DRUG,TREAT,DISEASE,C0948482
DB00454,DRUG,TREAT,DISEASE,C1565489
DB00532,DRUG,TREAT,DISEASE,C0014556
DB00371,DRUG,TREAT,DISEASE,C0003467
DB00371,DRUG,TREAT,DISEASE,C0003469
DB00371,DRUG,TREAT,DISEASE,C0233494
DB00244,DRUG,TREAT,DISEASE,C0002170
DB00244,DRUG,TREAT,DISEASE,C0009319
DB00244,DRUG,TREAT,DISEASE,C0009324
DB00244,DRUG,TREAT,DISEASE,C0010346
DB00244,DRUG,TREAT,DISEASE,C0011991
DB00244,DRUG,TREAT,DISEASE,C0021368
DB00244,DRUG,TREAT,DISEASE,C0021390
DB00244,DRUG,TREAT,DISEASE,C0033246
DB00244,DRUG,TREAT,DISEASE,C0033252
DB00244,DRUG,TREAT,DISEASE,C0221470
DB00244,DRUG,TREAT,DISEASE,C0267390
DB00244,DRUG,TREAT,DISEASE,C0849867
DB00244,DRUG,TREAT,DISEASE,C1112567
DB00244,DRUG,TREAT,DISEASE,C1260710
DB00244,DRUG,TREAT,DISEASE,C2937222
DB00816,DRUG,TREAT,DISEASE,C0004096
DB00816,DRUG,TREAT,DISEASE,C0006266
DB00816,DRUG,TREAT,DISEASE,C0006277
DB00816,DRUG,TREAT,DISEASE,C0008677
DB00816,DRUG,TREAT,DISEASE,C0013404
DB00816,DRUG,TREAT,DISEASE,C0030252
DB00816,DRUG,TREAT,DISEASE,C0034067
DB00816,DRUG,TREAT,DISEASE,C0036202
DB00816,DRUG,TREAT,DISEASE,C0037116
DB00816,DRUG,TREAT,DISEASE,C0041296
DB00816,DRUG,TREAT,DISEASE,C0043144
DB00816,DRUG,TREAT,DISEASE,C0231170
DB00816,DRUG,TREAT,DISEASE,C0242073
DB00816,DRUG,TREAT,DISEASE,C0542247
DB00816,DRUG,TREAT,DISEASE,C0684249
DB00331,DRUG,TREAT,DISEASE,C0001125
DB00331,DRUG,TREAT,DISEASE,C0009421
DB00331,DRUG,TREAT,DISEASE,C0011849
DB00331,DRUG,TREAT,DISEASE,C0011854
DB00331,DRUG,TREAT,DISEASE,C0011860
DB00331,DRUG,TREAT,DISEASE,C0011880
DB00331,DRUG,TREAT,DISEASE,C0015663
DB00331,DRUG,TREAT,DISEASE,C0020456
DB00331,DRUG,TREAT,DISEASE,C0020517
DB00331,DRUG,TREAT,DISEASE,C0022638
DB00331,DRUG,TREAT,DISEASE,C0027051
DB00331,DRUG,TREAT,DISEASE,C0028754
DB00331,DRUG,TREAT,DISEASE,C0043096
DB00331,DRUG,TREAT,DISEASE,C0220981
DB00331,DRUG,TREAT,DISEASE,C0241863
DB00331,DRUG,TREAT,DISEASE,C0595883
DB00333,DRUG,TREAT,DISEASE,C0019337
DB00333,DRUG,TREAT,DISEASE,C0030193
DB00333,DRUG,TREAT,DISEASE,C0030201
DB00333,DRUG,TREAT,DISEASE,C0036572
DB00333,DRUG,TREAT,DISEASE,C0038587
DB00333,DRUG,TREAT,DISEASE,C0184567
DB00333,DRUG,TREAT,DISEASE,C0235063
DB00333,DRUG,TREAT,DISEASE,C0524662
DB00333,DRUG,TREAT,DISEASE,C0740858
DB00333,DRUG,TREAT,DISEASE,C0948482
DB00333,DRUG,TREAT,DISEASE,C1739422
DB06799,DRUG,TREAT,DISEASE,C0004659
DB06799,DRUG,TREAT,DISEASE,C0009450
DB06799,DRUG,TREAT,DISEASE,C0010692
DB06799,DRUG,TREAT,DISEASE,C0015967
DB06799,DRUG,TREAT,DISEASE,C0027765
DB06799,DRUG,TREAT,DISEASE,C0034186
DB06799,DRUG,TREAT,DISEASE,C0042029
DB06799,DRUG,TREAT,DISEASE,C0085593
DB06799,DRUG,TREAT,DISEASE,C0085697
DB06799,DRUG,TREAT,DISEASE,C0262421
DB06799,DRUG,TREAT,DISEASE,C0854059
DB00423,DRUG,TREAT,DISEASE,C0014544
DB00423,DRUG,TREAT,DISEASE,C0234215
DB00553,DRUG,TREAT,DISEASE,C0001916
DB00553,DRUG,TREAT,DISEASE,C0011615
DB00553,DRUG,TREAT,DISEASE,C0033860
DB00553,DRUG,TREAT,DISEASE,C0042900
DB00553,DRUG,TREAT,DISEASE,C0079773
DB00553,DRUG,TREAT,DISEASE,C0151744
DB00553,DRUG,TREAT,DISEASE,C0349506
DB00232,DRUG,TREAT,DISEASE,C0013604
DB00232,DRUG,TREAT,DISEASE,C0018802
DB00232,DRUG,TREAT,DISEASE,C0020538
DB00232,DRUG,TREAT,DISEASE,C0022661
DB00232,DRUG,TREAT,DISEASE,C0023890
DB00232,DRUG,TREAT,DISEASE,C0027726
DB00232,DRUG,TREAT,DISEASE,C0156221
DB08167,DRUG,TREAT,DISEASE,C0016169
DB08167,DRUG,TREAT,DISEASE,C0025637
DB00422,DRUG,TREAT,DISEASE,C0004936
DB00422,DRUG,TREAT,DISEASE,C0007222
DB00422,DRUG,TREAT,DISEASE,C0011071
DB00422,DRUG,TREAT,DISEASE,C0013144
DB00422,DRUG,TREAT,DISEASE,C0018798
DB00422,DRUG,TREAT,DISEASE,C0027404
DB00422,DRUG,TREAT,DISEASE,C0033975
DB00422,DRUG,TREAT,DISEASE,C0041671
DB00422,DRUG,TREAT,DISEASE,C0085612
DB00422,DRUG,TREAT,DISEASE,C0085633
DB00422,DRUG,TREAT,DISEASE,C0151611
DB00422,DRUG,TREAT,DISEASE,C0233415
DB00422,DRUG,TREAT,DISEASE,C0262405
DB00422,DRUG,TREAT,DISEASE,C0270611
DB00422,DRUG,TREAT,DISEASE,C0424295
DB00422,DRUG,TREAT,DISEASE,C0541854
DB00422,DRUG,TREAT,DISEASE,C0542476
DB00422,DRUG,TREAT,DISEASE,C0751265
DB00422,DRUG,TREAT,DISEASE,C1263846
DB00422,DRUG,TREAT,DISEASE,C1321905
DB01233,DRUG,TREAT,DISEASE,C0003123
DB01233,DRUG,TREAT,DISEASE,C0004096
DB01233,DRUG,TREAT,DISEASE,C0006826
DB01233,DRUG,TREAT,DISEASE,C0009450
DB01233,DRUG,TREAT,DISEASE,C0011849
DB01233,DRUG,TREAT,DISEASE,C0017168
DB01233,DRUG,TREAT,DISEASE,C0017178
DB01233,DRUG,TREAT,DISEASE,C0018802
DB01233,DRUG,TREAT,DISEASE,C0018834
DB01233,DRUG,TREAT,DISEASE,C0020538
DB01233,DRUG,TREAT,DISEASE,C0026603
DB01233,DRUG,TREAT,DISEASE,C0026827
DB01233,DRUG,TREAT,DISEASE,C0027497
DB01233,DRUG,TREAT,DISEASE,C0031133
DB01233,DRUG,TREAT,DISEASE,C0041948
DB01233,DRUG,TREAT,DISEASE,C0042963
DB01233,DRUG,TREAT,DISEASE,C0149931
DB01233,DRUG,TREAT,DISEASE,C0151970
DB01233,DRUG,TREAT,DISEASE,C0152020
DB01233,DRUG,TREAT,DISEASE,C0152164
DB01233,DRUG,TREAT,DISEASE,C0221423
DB01233,DRUG,TREAT,DISEASE,C0235318
DB01233,DRUG,TREAT,DISEASE,C0241863
DB01233,DRUG,TREAT,DISEASE,C0267176
DB01233,DRUG,TREAT,DISEASE,C0311268
DB01233,DRUG,TREAT,DISEASE,C0520904
DB01233,DRUG,TREAT,DISEASE,C0520905
DB01233,DRUG,TREAT,DISEASE,C0585136
DB01233,DRUG,TREAT,DISEASE,C0740411
DB01233,DRUG,TREAT,DISEASE,C0857121
DB00524,DRUG,TREAT,DISEASE,C0012797
DB00524,DRUG,TREAT,DISEASE,C0013604
DB00524,DRUG,TREAT,DISEASE,C0018802
DB00524,DRUG,TREAT,DISEASE,C0020538
DB00524,DRUG,TREAT,DISEASE,C0022658
DB00524,DRUG,TREAT,DISEASE,C0023895
DB00524,DRUG,TREAT,DISEASE,C0027726
DB00524,DRUG,TREAT,DISEASE,C0032961
DB00524,DRUG,TREAT,DISEASE,C0085580
DB00524,DRUG,TREAT,DISEASE,C0234215
DB00524,DRUG,TREAT,DISEASE,C0235437
DB00524,DRUG,TREAT,DISEASE,C0268000
DB00524,DRUG,TREAT,DISEASE,C0542203
DB00264,DRUG,TREAT,DISEASE,C0002962
DB00264,DRUG,TREAT,DISEASE,C0003811
DB00264,DRUG,TREAT,DISEASE,C0004238
DB00264,DRUG,TREAT,DISEASE,C0011849
DB00264,DRUG,TREAT,DISEASE,C0011881
DB00264,DRUG,TREAT,DISEASE,C0013604
DB00264,DRUG,TREAT,DISEASE,C0018799
DB00264,DRUG,TREAT,DISEASE,C0018801
DB00264,DRUG,TREAT,DISEASE,C0020473
DB00264,DRUG,TREAT,DISEASE,C0020538
DB00264,DRUG,TREAT,DISEASE,C0020546
DB00264,DRUG,TREAT,DISEASE,C0020550
DB00264,DRUG,TREAT,DISEASE,C0020649
DB00264,DRUG,TREAT,DISEASE,C0022661
DB00264,DRUG,TREAT,DISEASE,C0023890
DB00264,DRUG,TREAT,DISEASE,C0027051
DB00264,DRUG,TREAT,DISEASE,C0030252
DB00264,DRUG,TREAT,DISEASE,C0035078
DB00264,DRUG,TREAT,DISEASE,C0036980
DB00264,DRUG,TREAT,DISEASE,C0038454
DB00264,DRUG,TREAT,DISEASE,C0039231
DB00264,DRUG,TREAT,DISEASE,C0039240
DB00264,DRUG,TREAT,DISEASE,C0149931
DB00264,DRUG,TREAT,DISEASE,C0151636
DB00264,DRUG,TREAT,DISEASE,C0151744
DB00264,DRUG,TREAT,DISEASE,C0155626
DB00264,DRUG,TREAT,DISEASE,C0235462
DB00264,DRUG,TREAT,DISEASE,C0264716
DB00264,DRUG,TREAT,DISEASE,C0428977
DB00264,DRUG,TREAT,DISEASE,C0600260
DB00264,DRUG,TREAT,DISEASE,C0728936
DB00264,DRUG,TREAT,DISEASE,C0857121
DB00264,DRUG,TREAT,DISEASE,C1698480
DB00916,DRUG,TREAT,DISEASE,C0000833
DB00916,DRUG,TREAT,DISEASE,C0002438
DB00916,DRUG,TREAT,DISEASE,C0004610
DB00916,DRUG,TREAT,DISEASE,C0004623
DB00916,DRUG,TREAT,DISEASE,C0006105
DB00916,DRUG,TREAT,DISEASE,C0009450
DB00916,DRUG,TREAT,DISEASE,C0010346
DB00916,DRUG,TREAT,DISEASE,C0011127
DB00916,DRUG,TREAT,DISEASE,C0013370
DB00916,DRUG,TREAT,DISEASE,C0014009
DB00916,DRUG,TREAT,DISEASE,C0014118
DB00916,DRUG,TREAT,DISEASE,C0014179
DB00916,DRUG,TREAT,DISEASE,C0017536
DB00916,DRUG,TREAT,DISEASE,C0019348
DB00916,DRUG,TREAT,DISEASE,C0021831
DB00916,DRUG,TREAT,DISEASE,C0023223
DB00916,DRUG,TREAT,DISEASE,C0023885
DB00916,DRUG,TREAT,DISEASE,C0023886
DB00916,DRUG,TREAT,DISEASE,C0023895
DB00916,DRUG,TREAT,DISEASE,C0024110
DB00916,DRUG,TREAT,DISEASE,C0025289
DB00916,DRUG,TREAT,DISEASE,C0027769
DB00916,DRUG,TREAT,DISEASE,C0029443
DB00916,DRUG,TREAT,DISEASE,C0030455
DB00916,DRUG,TREAT,DISEASE,C0030785
DB00916,DRUG,TREAT,DISEASE,C0031055
DB00916,DRUG,TREAT,DISEASE,C0031154
DB00916,DRUG,TREAT,DISEASE,C0032285
DB00916,DRUG,TREAT,DISEASE,C0035854
DB00916,DRUG,TREAT,DISEASE,C0036690
DB00916,DRUG,TREAT,DISEASE,C0036916
DB00916,DRUG,TREAT,DISEASE,C0038941
DB00916,DRUG,TREAT,DISEASE,C0040921
DB00916,DRUG,TREAT,DISEASE,C0040923
DB00916,DRUG,TREAT,DISEASE,C0040928
DB00916,DRUG,TREAT,DISEASE,C0041343
DB00916,DRUG,TREAT,DISEASE,C0041834
DB00916,DRUG,TREAT,DISEASE,C0042267
DB00916,DRUG,TREAT,DISEASE,C0042998
DB00916,DRUG,TREAT,DISEASE,C0085166
DB00916,DRUG,TREAT,DISEASE,C0149725
DB00916,DRUG,TREAT,DISEASE,C0227791
DB00916,DRUG,TREAT,DISEASE,C0239740
DB00916,DRUG,TREAT,DISEASE,C0241157
DB00916,DRUG,TREAT,DISEASE,C0243001
DB00916,DRUG,TREAT,DISEASE,C0264515
DB00916,DRUG,TREAT,DISEASE,C0269050
DB00916,DRUG,TREAT,DISEASE,C0269936
DB00916,DRUG,TREAT,DISEASE,C0275522
DB00916,DRUG,TREAT,DISEASE,C0332563
DB00916,DRUG,TREAT,DISEASE,C0392618
DB00916,DRUG,TREAT,DISEASE,C0684256
DB00916,DRUG,TREAT,DISEASE,C0729552
DB00916,DRUG,TREAT,DISEASE,C0851989
DB00916,DRUG,TREAT,DISEASE,C0877046
DB00916,DRUG,TREAT,DISEASE,C1112209
DB00916,DRUG,TREAT,DISEASE,C1262234
DB00916,DRUG,TREAT,DISEASE,C1622505
DB01011,DRUG,TREAT,DISEASE,C0001624
DB01011,DRUG,TREAT,DISEASE,C0010481
DB01011,DRUG,TREAT,DISEASE,C0013604
DB01011,DRUG,TREAT,DISEASE,C0020428
DB01011,DRUG,TREAT,DISEASE,C0032019
DB01011,DRUG,TREAT,DISEASE,C0342388
DB01011,DRUG,TREAT,DISEASE,C0424295
DB00379,DRUG,TREAT,DISEASE,C0003811
DB00379,DRUG,TREAT,DISEASE,C0085612
DB00379,DRUG,TREAT,DISEASE,C0750197
DB06148,DRUG,TREAT,DISEASE,C1269683
DB01110,DRUG,TREAT,DISEASE,C0006826
DB01110,DRUG,TREAT,DISEASE,C0006840
DB01110,DRUG,TREAT,DISEASE,C0006846
DB01110,DRUG,TREAT,DISEASE,C0006849
DB01110,DRUG,TREAT,DISEASE,C0006852
DB01110,DRUG,TREAT,DISEASE,C0040252
DB01110,DRUG,TREAT,DISEASE,C0040259
DB01110,DRUG,TREAT,DISEASE,C0040262
DB01110,DRUG,TREAT,DISEASE,C0042998
DB01110,DRUG,TREAT,DISEASE,C0085393
DB01110,DRUG,TREAT,DISEASE,C0241863
DB01110,DRUG,TREAT,DISEASE,C0275524
DB01110,DRUG,TREAT,DISEASE,C0700345
DB01110,DRUG,TREAT,DISEASE,C0919659
DB01110,DRUG,TREAT,DISEASE,C1384589
DB00683,DRUG,TREAT,DISEASE,C0002622
DB00683,DRUG,TREAT,DISEASE,C0013144
DB00683,DRUG,TREAT,DISEASE,C0014544
DB00683,DRUG,TREAT,DISEASE,C0036572
DB00683,DRUG,TREAT,DISEASE,C0043246
DB00683,DRUG,TREAT,DISEASE,C0231303
DB00683,DRUG,TREAT,DISEASE,C0233485
DB00683,DRUG,TREAT,DISEASE,C0233794
DB00683,DRUG,TREAT,DISEASE,C0425946
DB00683,DRUG,TREAT,DISEASE,C0751494
DB00683,DRUG,TREAT,DISEASE,C0917801
DB00211,DRUG,TREAT,DISEASE,C0005778
DB00211,DRUG,TREAT,DISEASE,C0011849
DB00211,DRUG,TREAT,DISEASE,C0020649
DB00211,DRUG,TREAT,DISEASE,C0020651
DB00211,DRUG,TREAT,DISEASE,C0030567
DB00211,DRUG,TREAT,DISEASE,C0037019
DB00211,DRUG,TREAT,DISEASE,C0232191
DB00211,DRUG,TREAT,DISEASE,C0241863
DB00211,DRUG,TREAT,DISEASE,C0277884
DB00211,DRUG,TREAT,DISEASE,C0497247
DB00211,DRUG,TREAT,DISEASE,C0740482
DB00211,DRUG,TREAT,DISEASE,C0857353
DB00211,DRUG,TREAT,DISEASE,C0948807
DB00211,DRUG,TREAT,DISEASE,C1258192
DB00235,DRUG,TREAT,DISEASE,C0018802
DB00235,DRUG,TREAT,DISEASE,C0085612
DB00235,DRUG,TREAT,DISEASE,C1609524
DB00350,DRUG,TREAT,DISEASE,C0020538
DB00350,DRUG,TREAT,DISEASE,C0035309
DB00350,DRUG,TREAT,DISEASE,C0085128
DB00350,DRUG,TREAT,DISEASE,C0085584
DB00350,DRUG,TREAT,DISEASE,C0542203
DB00350,DRUG,TREAT,DISEASE,C0860493
DB00350,DRUG,TREAT,DISEASE,C1258192
DB00370,DRUG,TREAT,DISEASE,C0002962
DB00370,DRUG,TREAT,DISEASE,C0003467
DB00370,DRUG,TREAT,DISEASE,C0004936
DB00370,DRUG,TREAT,DISEASE,C0009676
DB00370,DRUG,TREAT,DISEASE,C0011581
DB00370,DRUG,TREAT,DISEASE,C0012833
DB00370,DRUG,TREAT,DISEASE,C0013146
DB00370,DRUG,TREAT,DISEASE,C0015672
DB00370,DRUG,TREAT,DISEASE,C0018379
DB00370,DRUG,TREAT,DISEASE,C0018799
DB00370,DRUG,TREAT,DISEASE,C0022658
DB00370,DRUG,TREAT,DISEASE,C0024517
DB00370,DRUG,TREAT,DISEASE,C0027051
DB00370,DRUG,TREAT,DISEASE,C0036572
DB00370,DRUG,TREAT,DISEASE,C0038663
DB00370,DRUG,TREAT,DISEASE,C0085631
DB00370,DRUG,TREAT,DISEASE,C0233477
DB00370,DRUG,TREAT,DISEASE,C0233633
DB00370,DRUG,TREAT,DISEASE,C0235198
DB00370,DRUG,TREAT,DISEASE,C0344315
DB00370,DRUG,TREAT,DISEASE,C0424000
DB00370,DRUG,TREAT,DISEASE,C0424091
DB00370,DRUG,TREAT,DISEASE,C0917799
DB00370,DRUG,TREAT,DISEASE,C0917801
DB00370,DRUG,TREAT,DISEASE,C0948008
DB00370,DRUG,TREAT,DISEASE,C0948807
DB00370,DRUG,TREAT,DISEASE,C1269683
DB00370,DRUG,TREAT,DISEASE,C1565489
DB00370,DRUG,TREAT,DISEASE,C2830004
DB00648,DRUG,TREAT,DISEASE,C0006826
DB00648,DRUG,TREAT,DISEASE,C0206686
DB00648,DRUG,TREAT,DISEASE,C1370740
DB01204,DRUG,TREAT,DISEASE,C0005699
DB01204,DRUG,TREAT,DISEASE,C0006142
DB01204,DRUG,TREAT,DISEASE,C0006826
DB01204,DRUG,TREAT,DISEASE,C0023418
DB01204,DRUG,TREAT,DISEASE,C0023448
DB01204,DRUG,TREAT,DISEASE,C0023449
DB01204,DRUG,TREAT,DISEASE,C0023467
DB01204,DRUG,TREAT,DISEASE,C0023473
DB01204,DRUG,TREAT,DISEASE,C0024299
DB01204,DRUG,TREAT,DISEASE,C0024305
DB01204,DRUG,TREAT,DISEASE,C0026769
DB01204,DRUG,TREAT,DISEASE,C0027651
DB01204,DRUG,TREAT,DISEASE,C0030193
DB01204,DRUG,TREAT,DISEASE,C0085669
DB01204,DRUG,TREAT,DISEASE,C0086565
DB01204,DRUG,TREAT,DISEASE,C0231170
DB01204,DRUG,TREAT,DISEASE,C0280100
DB01204,DRUG,TREAT,DISEASE,C0376358
DB01204,DRUG,TREAT,DISEASE,C0751967
DB01204,DRUG,TREAT,DISEASE,C0948807
DB01204,DRUG,TREAT,DISEASE,C1328504
DB01204,DRUG,TREAT,DISEASE,C1384494
DB01204,DRUG,TREAT,DISEASE,C2239176
DB01204,DRUG,TREAT,DISEASE,C3495917
DB01171,DRUG,TREAT,DISEASE,C0031572
DB01171,DRUG,TREAT,DISEASE,C1269683
DB00745,DRUG,TREAT,DISEASE,C0003578
DB00745,DRUG,TREAT,DISEASE,C0007384
DB00745,DRUG,TREAT,DISEASE,C0013384
DB00745,DRUG,TREAT,DISEASE,C0015672
DB00745,DRUG,TREAT,DISEASE,C0027404
DB00745,DRUG,TREAT,DISEASE,C0043012
DB00745,DRUG,TREAT,DISEASE,C0520679
DB00745,DRUG,TREAT,DISEASE,C0694563
DB00745,DRUG,TREAT,DISEASE,C0851578
DB00745,DRUG,TREAT,DISEASE,C0917799
DB00745,DRUG,TREAT,DISEASE,C2748060
DB11180,DRUG,TREAT,DISEASE,C0018799
DB11180,DRUG,TREAT,DISEASE,C0151744
DB11180,DRUG,TREAT,DISEASE,C1956346
DB00461,DRUG,TREAT,DISEASE,C0003873
DB00461,DRUG,TREAT,DISEASE,C0029408
DB00779,DRUG,TREAT,DISEASE,C0009450
DB00779,DRUG,TREAT,DISEASE,C0042029
DB06711,DRUG,TREAT,DISEASE,C0009443
DB06711,DRUG,TREAT,DISEASE,C0009766
DB06711,DRUG,TREAT,DISEASE,C0018621
DB06711,DRUG,TREAT,DISEASE,C0020517
DB06711,DRUG,TREAT,DISEASE,C0235266
DB06711,DRUG,TREAT,DISEASE,C0948786
DB00952,DRUG,TREAT,DISEASE,C0009088
DB00952,DRUG,TREAT,DISEASE,C0149931
DB00952,DRUG,TREAT,DISEASE,C0236018
DB01149,DRUG,TREAT,DISEASE,C0013146
DB01149,DRUG,TREAT,DISEASE,C0015672
DB01149,DRUG,TREAT,DISEASE,C0018379
DB01149,DRUG,TREAT,DISEASE,C0024517
DB01149,DRUG,TREAT,DISEASE,C0038663
DB01149,DRUG,TREAT,DISEASE,C0085631
DB01149,DRUG,TREAT,DISEASE,C0233477
DB01149,DRUG,TREAT,DISEASE,C0233633
DB01149,DRUG,TREAT,DISEASE,C0235198
DB01149,DRUG,TREAT,DISEASE,C0344315
DB01149,DRUG,TREAT,DISEASE,C0349217
DB01149,DRUG,TREAT,DISEASE,C0424000
DB01149,DRUG,TREAT,DISEASE,C0424091
DB01149,DRUG,TREAT,DISEASE,C0917799
DB01149,DRUG,TREAT,DISEASE,C0917801
DB01149,DRUG,TREAT,DISEASE,C1269683
DB12293,DRUG,TREAT,DISEASE,C0030193
DB12293,DRUG,TREAT,DISEASE,C0184567
DB01400,DRUG,TREAT,DISEASE,C0011168
DB01400,DRUG,TREAT,DISEASE,C0012359
DB01400,DRUG,TREAT,DISEASE,C0026896
DB01400,DRUG,TREAT,DISEASE,C0080274
DB01400,DRUG,TREAT,DISEASE,C2363890
DB00238,DRUG,TREAT,DISEASE,C0001175
DB00238,DRUG,TREAT,DISEASE,C0009450
DB00238,DRUG,TREAT,DISEASE,C0015230
DB00238,DRUG,TREAT,DISEASE,C0235378
DB01115,DRUG,TREAT,DISEASE,C0002962
DB01115,DRUG,TREAT,DISEASE,C0002963
DB01115,DRUG,TREAT,DISEASE,C0002965
DB01115,DRUG,TREAT,DISEASE,C0007787
DB01115,DRUG,TREAT,DISEASE,C0010068
DB01115,DRUG,TREAT,DISEASE,C0010073
DB01115,DRUG,TREAT,DISEASE,C0011849
DB01115,DRUG,TREAT,DISEASE,C0011881
DB01115,DRUG,TREAT,DISEASE,C0017178
DB01115,DRUG,TREAT,DISEASE,C0018801
DB01115,DRUG,TREAT,DISEASE,C0020473
DB01115,DRUG,TREAT,DISEASE,C0020538
DB01115,DRUG,TREAT,DISEASE,C0020540
DB01115,DRUG,TREAT,DISEASE,C0020649
DB01115,DRUG,TREAT,DISEASE,C0023890
DB01115,DRUG,TREAT,DISEASE,C0027051
DB01115,DRUG,TREAT,DISEASE,C0030193
DB01115,DRUG,TREAT,DISEASE,C0035078
DB01115,DRUG,TREAT,DISEASE,C0036992
DB01115,DRUG,TREAT,DISEASE,C0038454
DB01115,DRUG,TREAT,DISEASE,C0042401
DB01115,DRUG,TREAT,DISEASE,C0085580
DB01115,DRUG,TREAT,DISEASE,C0085616
DB01115,DRUG,TREAT,DISEASE,C0233494
DB01115,DRUG,TREAT,DISEASE,C0340288
DB01115,DRUG,TREAT,DISEASE,C0341439
DB01115,DRUG,TREAT,DISEASE,C0392674
DB01115,DRUG,TREAT,DISEASE,C0425945
DB01115,DRUG,TREAT,DISEASE,C0520886
DB01115,DRUG,TREAT,DISEASE,C0546884
DB01115,DRUG,TREAT,DISEASE,C0577698
DB01115,DRUG,TREAT,DISEASE,C0857121
DB01115,DRUG,TREAT,DISEASE,C1258192
DB01115,DRUG,TREAT,DISEASE,C1328539
DB01115,DRUG,TREAT,DISEASE,C1565489
DB00665,DRUG,TREAT,DISEASE,C0936223
DB00393,DRUG,TREAT,DISEASE,C0005136
DB00393,DRUG,TREAT,DISEASE,C0038525
DB00393,DRUG,TREAT,DISEASE,C0265110
DB00401,DRUG,TREAT,DISEASE,C0020538
DB01595,DRUG,TREAT,DISEASE,C0003467
DB01595,DRUG,TREAT,DISEASE,C0004936
DB01595,DRUG,TREAT,DISEASE,C0014544
DB01595,DRUG,TREAT,DISEASE,C0014550
DB01595,DRUG,TREAT,DISEASE,C0022107
DB01595,DRUG,TREAT,DISEASE,C0037317
DB01595,DRUG,TREAT,DISEASE,C0037769
