Source node name,Source node type,Relationship type,Target node type,Target node name
DB00257,DRUG,TREAT,DISEASE,C0014752
DB00257,DRUG,TREAT,DISEASE,C0023418
DB00257,DRUG,TREAT,DISEASE,C0030578
DB00257,DRUG,TREAT,DISEASE,C0033774
DB00257,DRUG,TREAT,DISEASE,C0040252
DB00257,DRUG,TREAT,DISEASE,C0040259
DB00257,DRUG,TREAT,DISEASE,C0040262
DB00257,DRUG,TREAT,DISEASE,C0085393
DB00257,DRUG,TREAT,DISEASE,C0227791
DB00257,DRUG,TREAT,DISEASE,C0276684
DB00257,DRUG,TREAT,DISEASE,C0280100
DB00257,DRUG,TREAT,DISEASE,C0343863
DB00257,DRUG,TREAT,DISEASE,C0700345
DB00257,DRUG,TREAT,DISEASE,C0919659
DB00257,DRUG,TREAT,DISEASE,C1384589
DB00363,DRUG,TREAT,DISEASE,C0001824
DB00363,DRUG,TREAT,DISEASE,C0007222
DB00363,DRUG,TREAT,DISEASE,C0011991
DB00363,DRUG,TREAT,DISEASE,C0014544
DB00363,DRUG,TREAT,DISEASE,C0018681
DB00363,DRUG,TREAT,DISEASE,C0018790
DB00363,DRUG,TREAT,DISEASE,C0020456
DB00363,DRUG,TREAT,DISEASE,C0023530
DB00363,DRUG,TREAT,DISEASE,C0027059
DB00363,DRUG,TREAT,DISEASE,C0027066
DB00363,DRUG,TREAT,DISEASE,C0027497
DB00363,DRUG,TREAT,DISEASE,C0027947
DB00363,DRUG,TREAT,DISEASE,C0033975
DB00363,DRUG,TREAT,DISEASE,C0036337
DB00363,DRUG,TREAT,DISEASE,C0036341
DB00363,DRUG,TREAT,DISEASE,C0036572
DB00363,DRUG,TREAT,DISEASE,C0038661
DB00363,DRUG,TREAT,DISEASE,C0042963
DB00363,DRUG,TREAT,DISEASE,C0234533
DB00363,DRUG,TREAT,DISEASE,C0686347
DB00363,DRUG,TREAT,DISEASE,C1760428
DB01394,DRUG,TREAT,DISEASE,C0011991
DB01394,DRUG,TREAT,DISEASE,C0018099
DB01394,DRUG,TREAT,DISEASE,C1619733
DB01394,DRUG,TREAT,DISEASE,C2062908
DB00265,DRUG,TREAT,DISEASE,C0036262
DB00924,DRUG,TREAT,DISEASE,C0007682
DB00924,DRUG,TREAT,DISEASE,C0007789
DB00924,DRUG,TREAT,DISEASE,C0026838
DB00924,DRUG,TREAT,DISEASE,C0030193
DB00924,DRUG,TREAT,DISEASE,C0037763
DB00924,DRUG,TREAT,DISEASE,C0037928
DB00924,DRUG,TREAT,DISEASE,C0234233
DB00979,DRUG,TREAT,DISEASE,C0026961
DB00979,DRUG,TREAT,DISEASE,C0235238
DB00531,DRUG,TREAT,DISEASE,C0002874
DB00531,DRUG,TREAT,DISEASE,C0004364
DB00531,DRUG,TREAT,DISEASE,C0005684
DB00531,DRUG,TREAT,DISEASE,C0006142
DB00531,DRUG,TREAT,DISEASE,C0006413
DB00531,DRUG,TREAT,DISEASE,C0006826
DB00531,DRUG,TREAT,DISEASE,C0018129
DB00531,DRUG,TREAT,DISEASE,C0018799
DB00531,DRUG,TREAT,DISEASE,C0019829
DB00531,DRUG,TREAT,DISEASE,C0023418
DB00531,DRUG,TREAT,DISEASE,C0023434
DB00531,DRUG,TREAT,DISEASE,C0023467
DB00531,DRUG,TREAT,DISEASE,C0023473
DB00531,DRUG,TREAT,DISEASE,C0023479
DB00531,DRUG,TREAT,DISEASE,C0024299
DB00531,DRUG,TREAT,DISEASE,C0024301
DB00531,DRUG,TREAT,DISEASE,C0024305
DB00531,DRUG,TREAT,DISEASE,C0024314
DB00531,DRUG,TREAT,DISEASE,C0024419
DB00531,DRUG,TREAT,DISEASE,C0025061
DB00531,DRUG,TREAT,DISEASE,C0026764
DB00531,DRUG,TREAT,DISEASE,C0026948
DB00531,DRUG,TREAT,DISEASE,C0027651
DB00531,DRUG,TREAT,DISEASE,C0027726
DB00531,DRUG,TREAT,DISEASE,C0027819
DB00531,DRUG,TREAT,DISEASE,C0027947
DB00531,DRUG,TREAT,DISEASE,C0029463
DB00531,DRUG,TREAT,DISEASE,C0035335
DB00531,DRUG,TREAT,DISEASE,C0035412
DB00531,DRUG,TREAT,DISEASE,C0040100
DB00531,DRUG,TREAT,DISEASE,C0042769
DB00531,DRUG,TREAT,DISEASE,C0043092
DB00531,DRUG,TREAT,DISEASE,C0079744
DB00531,DRUG,TREAT,DISEASE,C0079748
DB00531,DRUG,TREAT,DISEASE,C0153594
DB00531,DRUG,TREAT,DISEASE,C0153633
DB00531,DRUG,TREAT,DISEASE,C0242379
DB00531,DRUG,TREAT,DISEASE,C0302592
DB00531,DRUG,TREAT,DISEASE,C0476089
DB00531,DRUG,TREAT,DISEASE,C0553580
DB00531,DRUG,TREAT,DISEASE,C0598894
DB00531,DRUG,TREAT,DISEASE,C0678222
DB00531,DRUG,TREAT,DISEASE,C0948216
DB00531,DRUG,TREAT,DISEASE,C1135868
DB00531,DRUG,TREAT,DISEASE,C1261473
DB00531,DRUG,TREAT,DISEASE,C1565489
DB00434,DRUG,TREAT,DISEASE,C0002792
DB00434,DRUG,TREAT,DISEASE,C0002994
DB00434,DRUG,TREAT,DISEASE,C0009763
DB00434,DRUG,TREAT,DISEASE,C0009766
DB00434,DRUG,TREAT,DISEASE,C0018621
DB00434,DRUG,TREAT,DISEASE,C0020517
DB00434,DRUG,TREAT,DISEASE,C0035460
DB00434,DRUG,TREAT,DISEASE,C0042109
DB00434,DRUG,TREAT,DISEASE,C0221207
DB00434,DRUG,TREAT,DISEASE,C0343065
DB00434,DRUG,TREAT,DISEASE,C2607914
DB00250,DRUG,TREAT,DISEASE,C0001144
DB00250,DRUG,TREAT,DISEASE,C0011608
DB00250,DRUG,TREAT,DISEASE,C0023343
DB00250,DRUG,TREAT,DISEASE,C1325847
DB08826,DRUG,TREAT,DISEASE,C0002871
DB08826,DRUG,TREAT,DISEASE,C0002875
DB08826,DRUG,TREAT,DISEASE,C0039730
DB08826,DRUG,TREAT,DISEASE,C0282193
DB00746,DRUG,TREAT,DISEASE,C0001122
DB00746,DRUG,TREAT,DISEASE,C0002871
DB00746,DRUG,TREAT,DISEASE,C0002875
DB00746,DRUG,TREAT,DISEASE,C0002880
DB00746,DRUG,TREAT,DISEASE,C0002896
DB00746,DRUG,TREAT,DISEASE,C0005940
DB00746,DRUG,TREAT,DISEASE,C0018799
DB00746,DRUG,TREAT,DISEASE,C0018995
DB00746,DRUG,TREAT,DISEASE,C0019114
DB00746,DRUG,TREAT,DISEASE,C0020639
DB00746,DRUG,TREAT,DISEASE,C0022661
DB00746,DRUG,TREAT,DISEASE,C0035078
DB00746,DRUG,TREAT,DISEASE,C0036974
DB00746,DRUG,TREAT,DISEASE,C0039730
DB00746,DRUG,TREAT,DISEASE,C0162566
DB00746,DRUG,TREAT,DISEASE,C0221040
DB00746,DRUG,TREAT,DISEASE,C0239946
DB00746,DRUG,TREAT,DISEASE,C0282193
DB00746,DRUG,TREAT,DISEASE,C0728899
DB00746,DRUG,TREAT,DISEASE,C1739382
DB00746,DRUG,TREAT,DISEASE,C3495831
DB01151,DRUG,TREAT,DISEASE,C0005586
DB01151,DRUG,TREAT,DISEASE,C0011574
DB01151,DRUG,TREAT,DISEASE,C0011581
DB01151,DRUG,TREAT,DISEASE,C0020651
DB01151,DRUG,TREAT,DISEASE,C0033975
DB01151,DRUG,TREAT,DISEASE,C0270458
DB00182,DRUG,TREAT,DISEASE,C0004936
DB00182,DRUG,TREAT,DISEASE,C0027404
DB00182,DRUG,TREAT,DISEASE,C0033975
DB00182,DRUG,TREAT,DISEASE,C0041671
DB00182,DRUG,TREAT,DISEASE,C0085633
DB00182,DRUG,TREAT,DISEASE,C0151611
DB00182,DRUG,TREAT,DISEASE,C0233415
DB00182,DRUG,TREAT,DISEASE,C0424295
DB00182,DRUG,TREAT,DISEASE,C0542476
DB00182,DRUG,TREAT,DISEASE,C0751265
DB00182,DRUG,TREAT,DISEASE,C1263846
DB00182,DRUG,TREAT,DISEASE,C1971624
DB06243,DRUG,TREAT,DISEASE,C0019572
DB00829,DRUG,TREAT,DISEASE,C0003467
DB00829,DRUG,TREAT,DISEASE,C0003469
DB00829,DRUG,TREAT,DISEASE,C0004158
DB00829,DRUG,TREAT,DISEASE,C0007789
DB00829,DRUG,TREAT,DISEASE,C0011206
DB00829,DRUG,TREAT,DISEASE,C0014544
DB00829,DRUG,TREAT,DISEASE,C0015967
DB00829,DRUG,TREAT,DISEASE,C0021368
DB00829,DRUG,TREAT,DISEASE,C0022107
DB00829,DRUG,TREAT,DISEASE,C0026838
DB00829,DRUG,TREAT,DISEASE,C0027066
DB00829,DRUG,TREAT,DISEASE,C0030486
DB00829,DRUG,TREAT,DISEASE,C0033893
DB00829,DRUG,TREAT,DISEASE,C0033975
DB00829,DRUG,TREAT,DISEASE,C0036572
DB00829,DRUG,TREAT,DISEASE,C0037320
DB00829,DRUG,TREAT,DISEASE,C0037672
DB00829,DRUG,TREAT,DISEASE,C0037763
DB00829,DRUG,TREAT,DISEASE,C0038220
DB00829,DRUG,TREAT,DISEASE,C0039614
DB00829,DRUG,TREAT,DISEASE,C0040822
DB00829,DRUG,TREAT,DISEASE,C0043251
DB00829,DRUG,TREAT,DISEASE,C0085292
DB00829,DRUG,TREAT,DISEASE,C0085631
DB00829,DRUG,TREAT,DISEASE,C0149931
DB00829,DRUG,TREAT,DISEASE,C0231303
DB00829,DRUG,TREAT,DISEASE,C0233485
DB00829,DRUG,TREAT,DISEASE,C0233494
DB00829,DRUG,TREAT,DISEASE,C0234972
DB00829,DRUG,TREAT,DISEASE,C0236018
DB00829,DRUG,TREAT,DISEASE,C0236663
DB00829,DRUG,TREAT,DISEASE,C0700613
DB00829,DRUG,TREAT,DISEASE,C0751494
DB00829,DRUG,TREAT,DISEASE,C0858854
DB00829,DRUG,TREAT,DISEASE,C0917801
DB00829,DRUG,TREAT,DISEASE,C0948391
DB00829,DRUG,TREAT,DISEASE,C1279420
DB01119,DRUG,TREAT,DISEASE,C0001430
DB01119,DRUG,TREAT,DISEASE,C0006826
DB01119,DRUG,TREAT,DISEASE,C0007097
DB01119,DRUG,TREAT,DISEASE,C0018802
DB01119,DRUG,TREAT,DISEASE,C0019080
DB01119,DRUG,TREAT,DISEASE,C0020459
DB01119,DRUG,TREAT,DISEASE,C0020507
DB01119,DRUG,TREAT,DISEASE,C0020538
DB01119,DRUG,TREAT,DISEASE,C0020540
DB01119,DRUG,TREAT,DISEASE,C0020546
DB01119,DRUG,TREAT,DISEASE,C0020615
DB01119,DRUG,TREAT,DISEASE,C0027697
DB01119,DRUG,TREAT,DISEASE,C0151620
DB01119,DRUG,TREAT,DISEASE,C0241863
DB01119,DRUG,TREAT,DISEASE,C0497247
DB01119,DRUG,TREAT,DISEASE,C0857121
DB01119,DRUG,TREAT,DISEASE,C0857353
DB01119,DRUG,TREAT,DISEASE,C0860493
DB01119,DRUG,TREAT,DISEASE,C1258192
DB01119,DRUG,TREAT,DISEASE,C1565489
DB01119,DRUG,TREAT,DISEASE,C2937358
DB00804,DRUG,TREAT,DISEASE,C0022104
DB00804,DRUG,TREAT,DISEASE,C1739363
DB00255,DRUG,TREAT,DISEASE,C0016658
DB00255,DRUG,TREAT,DISEASE,C0020480
DB00255,DRUG,TREAT,DISEASE,C0025320
DB00255,DRUG,TREAT,DISEASE,C1306580
DB00861,DRUG,TREAT,DISEASE,C0003873
DB00861,DRUG,TREAT,DISEASE,C0029408
DB00861,DRUG,TREAT,DISEASE,C0030193
DB06782,DRUG,TREAT,DISEASE,C0023176
DB06782,DRUG,TREAT,DISEASE,C0025427
DB01075,DRUG,TREAT,DISEASE,C0002792
DB01075,DRUG,TREAT,DISEASE,C0002994
DB01075,DRUG,TREAT,DISEASE,C0009443
DB01075,DRUG,TREAT,DISEASE,C0009766
DB01075,DRUG,TREAT,DISEASE,C0018621
DB01075,DRUG,TREAT,DISEASE,C0020517
DB01075,DRUG,TREAT,DISEASE,C0026603
DB01075,DRUG,TREAT,DISEASE,C0033774
DB01075,DRUG,TREAT,DISEASE,C0037383
DB01075,DRUG,TREAT,DISEASE,C0042109
DB01075,DRUG,TREAT,DISEASE,C0242422
DB01075,DRUG,TREAT,DISEASE,C0343065
DB01075,DRUG,TREAT,DISEASE,C0700184
DB01075,DRUG,TREAT,DISEASE,C0851444
DB01075,DRUG,TREAT,DISEASE,C1260880
DB01075,DRUG,TREAT,DISEASE,C3257803
DB00449,DRUG,TREAT,DISEASE,C0017601
DB00449,DRUG,TREAT,DISEASE,C0026205
DB00449,DRUG,TREAT,DISEASE,C0028077
DB00449,DRUG,TREAT,DISEASE,C0086543
DB00449,DRUG,TREAT,DISEASE,C0152196
DB00449,DRUG,TREAT,DISEASE,C0339573
DB00449,DRUG,TREAT,DISEASE,C0344232
DB00449,DRUG,TREAT,DISEASE,C0857070
DB00449,DRUG,TREAT,DISEASE,C1510497
DB00975,DRUG,TREAT,DISEASE,C0007787
DB00975,DRUG,TREAT,DISEASE,C0027051
DB00975,DRUG,TREAT,DISEASE,C0040038
DB00975,DRUG,TREAT,DISEASE,C0042401
DB00975,DRUG,TREAT,DISEASE,C0948008
DB00975,DRUG,TREAT,DISEASE,C1096119
DB00975,DRUG,TREAT,DISEASE,C1956346
DB00280,DRUG,TREAT,DISEASE,C0003811
DB00280,DRUG,TREAT,DISEASE,C0006384
DB00280,DRUG,TREAT,DISEASE,C0011071
DB00280,DRUG,TREAT,DISEASE,C0017601
DB00280,DRUG,TREAT,DISEASE,C0018799
DB00280,DRUG,TREAT,DISEASE,C0020517
DB00280,DRUG,TREAT,DISEASE,C0021308
DB00280,DRUG,TREAT,DISEASE,C0022116
DB00280,DRUG,TREAT,DISEASE,C0027051
DB00280,DRUG,TREAT,DISEASE,C0035078
DB00280,DRUG,TREAT,DISEASE,C0036974
DB00280,DRUG,TREAT,DISEASE,C0085612
DB00280,DRUG,TREAT,DISEASE,C0085614
DB00280,DRUG,TREAT,DISEASE,C0085615
DB00280,DRUG,TREAT,DISEASE,C0151517
DB00280,DRUG,TREAT,DISEASE,C0151878
DB00280,DRUG,TREAT,DISEASE,C0235169
DB00280,DRUG,TREAT,DISEASE,C0264886
DB00280,DRUG,TREAT,DISEASE,C0344315
DB00280,DRUG,TREAT,DISEASE,C0428908
DB00280,DRUG,TREAT,DISEASE,C0750197
DB00280,DRUG,TREAT,DISEASE,C0861148
DB00280,DRUG,TREAT,DISEASE,C0878544
DB00280,DRUG,TREAT,DISEASE,C0920014
DB00280,DRUG,TREAT,DISEASE,C0948807
DB00280,DRUG,TREAT,DISEASE,C1306571
DB00280,DRUG,TREAT,DISEASE,C1565489
DB00280,DRUG,TREAT,DISEASE,C1961112
DB00822,DRUG,TREAT,DISEASE,C0001973
DB00822,DRUG,TREAT,DISEASE,C0016382
DB00822,DRUG,TREAT,DISEASE,C0027497
DB00822,DRUG,TREAT,DISEASE,C0030252
DB00822,DRUG,TREAT,DISEASE,C0042963
DB00822,DRUG,TREAT,DISEASE,C0423618
DB00822,DRUG,TREAT,DISEASE,C0851043
DB00313,DRUG,TREAT,DISEASE,C0001175
DB00313,DRUG,TREAT,DISEASE,C0001807
DB00313,DRUG,TREAT,DISEASE,C0005586
DB00313,DRUG,TREAT,DISEASE,C0011175
DB00313,DRUG,TREAT,DISEASE,C0014544
DB00313,DRUG,TREAT,DISEASE,C0014549
DB00313,DRUG,TREAT,DISEASE,C0014550
DB00313,DRUG,TREAT,DISEASE,C0014553
DB00313,DRUG,TREAT,DISEASE,C0015663
DB00313,DRUG,TREAT,DISEASE,C0018681
DB00313,DRUG,TREAT,DISEASE,C0020039
DB00313,DRUG,TREAT,DISEASE,C0020456
DB00313,DRUG,TREAT,DISEASE,C0022107
DB00313,DRUG,TREAT,DISEASE,C0024141
DB00313,DRUG,TREAT,DISEASE,C0024517
DB00313,DRUG,TREAT,DISEASE,C0032961
DB00313,DRUG,TREAT,DISEASE,C0033975
DB00313,DRUG,TREAT,DISEASE,C0036572
DB00313,DRUG,TREAT,DISEASE,C0038220
DB00313,DRUG,TREAT,DISEASE,C0040034
DB00313,DRUG,TREAT,DISEASE,C0041657
DB00313,DRUG,TREAT,DISEASE,C0042029
DB00313,DRUG,TREAT,DISEASE,C0086565
DB00313,DRUG,TREAT,DISEASE,C0149931
DB00313,DRUG,TREAT,DISEASE,C0149958
DB00313,DRUG,TREAT,DISEASE,C0154246
DB00313,DRUG,TREAT,DISEASE,C0220994
DB00313,DRUG,TREAT,DISEASE,C0233657
DB00313,DRUG,TREAT,DISEASE,C0233681
DB00313,DRUG,TREAT,DISEASE,C0233718
DB00313,DRUG,TREAT,DISEASE,C0234533
DB00313,DRUG,TREAT,DISEASE,C0235165
DB00313,DRUG,TREAT,DISEASE,C0235996
DB00313,DRUG,TREAT,DISEASE,C0238111
DB00313,DRUG,TREAT,DISEASE,C0338831
DB00313,DRUG,TREAT,DISEASE,C0344315
DB00313,DRUG,TREAT,DISEASE,C0349208
DB00313,DRUG,TREAT,DISEASE,C0424091
DB00313,DRUG,TREAT,DISEASE,C0424295
DB00313,DRUG,TREAT,DISEASE,C0494475
DB00313,DRUG,TREAT,DISEASE,C0687133
DB00313,DRUG,TREAT,DISEASE,C0751495
DB00313,DRUG,TREAT,DISEASE,C0751748
DB00313,DRUG,TREAT,DISEASE,C0853193
DB00313,DRUG,TREAT,DISEASE,C1960448
DB00313,DRUG,TREAT,DISEASE,C2830004
DB01184,DRUG,TREAT,DISEASE,C0003125
DB01184,DRUG,TREAT,DISEASE,C0012359
DB01184,DRUG,TREAT,DISEASE,C0017152
DB01184,DRUG,TREAT,DISEASE,C0020651
DB01184,DRUG,TREAT,DISEASE,C0027497
DB01184,DRUG,TREAT,DISEASE,C0030567
DB01184,DRUG,TREAT,DISEASE,C0042963
DB01184,DRUG,TREAT,DISEASE,C0149931
DB01184,DRUG,TREAT,DISEASE,C0152020
DB01184,DRUG,TREAT,DISEASE,C0239233
DB01184,DRUG,TREAT,DISEASE,C0267176
DB01184,DRUG,TREAT,DISEASE,C0426576
DB01184,DRUG,TREAT,DISEASE,C1291077
DB01184,DRUG,TREAT,DISEASE,C1565489
DB00843,DRUG,TREAT,DISEASE,C0002395
DB00843,DRUG,TREAT,DISEASE,C0007820
DB00843,DRUG,TREAT,DISEASE,C0011269
DB00843,DRUG,TREAT,DISEASE,C0497327
DB00561,DRUG,TREAT,DISEASE,C0001883
DB00561,DRUG,TREAT,DISEASE,C0003578
DB00561,DRUG,TREAT,DISEASE,C0007222
DB00561,DRUG,TREAT,DISEASE,C0011570
DB00561,DRUG,TREAT,DISEASE,C0020440
DB00561,DRUG,TREAT,DISEASE,C0024115
DB00561,DRUG,TREAT,DISEASE,C0024117
DB00561,DRUG,TREAT,DISEASE,C0042963
DB00561,DRUG,TREAT,DISEASE,C0151559
DB00561,DRUG,TREAT,DISEASE,C0235063
DB00561,DRUG,TREAT,DISEASE,C0865850
DB00590,DRUG,TREAT,DISEASE,C0002962
DB00590,DRUG,TREAT,DISEASE,C0005683
DB00590,DRUG,TREAT,DISEASE,C0005697
DB00590,DRUG,TREAT,DISEASE,C0011849
DB00590,DRUG,TREAT,DISEASE,C0011881
DB00590,DRUG,TREAT,DISEASE,C0012797
DB00590,DRUG,TREAT,DISEASE,C0018801
DB00590,DRUG,TREAT,DISEASE,C0020473
DB00590,DRUG,TREAT,DISEASE,C0020538
DB00590,DRUG,TREAT,DISEASE,C0020649
DB00590,DRUG,TREAT,DISEASE,C0027051
DB00590,DRUG,TREAT,DISEASE,C0028734
DB00590,DRUG,TREAT,DISEASE,C0085580
DB00590,DRUG,TREAT,DISEASE,C0149671
DB00590,DRUG,TREAT,DISEASE,C0242422
DB00590,DRUG,TREAT,DISEASE,C0455880
DB00590,DRUG,TREAT,DISEASE,C0542404
DB00590,DRUG,TREAT,DISEASE,C0741539
DB00590,DRUG,TREAT,DISEASE,C0857121
DB00590,DRUG,TREAT,DISEASE,C0857465
DB00590,DRUG,TREAT,DISEASE,C1704272
DB00590,DRUG,TREAT,DISEASE,C2712122
DB00450,DRUG,TREAT,DISEASE,C0001807
DB00450,DRUG,TREAT,DISEASE,C0003467
DB00450,DRUG,TREAT,DISEASE,C0005586
DB00450,DRUG,TREAT,DISEASE,C0011206
DB00450,DRUG,TREAT,DISEASE,C0027497
DB00450,DRUG,TREAT,DISEASE,C0030193
DB00450,DRUG,TREAT,DISEASE,C0033975
DB00450,DRUG,TREAT,DISEASE,C0036974
DB00450,DRUG,TREAT,DISEASE,C0042963
DB00450,DRUG,TREAT,DISEASE,C0085631
DB00450,DRUG,TREAT,DISEASE,C0151898
DB00450,DRUG,TREAT,DISEASE,C0424295
DB00651,DRUG,TREAT,DISEASE,C0004096
DB00651,DRUG,TREAT,DISEASE,C0006266
DB00651,DRUG,TREAT,DISEASE,C0008677
DB00651,DRUG,TREAT,DISEASE,C0034067
DB01127,DRUG,TREAT,DISEASE,C0006846
DB01127,DRUG,TREAT,DISEASE,C0011630
DB01127,DRUG,TREAT,DISEASE,C0037278
DB01127,DRUG,TREAT,DISEASE,C0040247
DB01127,DRUG,TREAT,DISEASE,C0040252
DB01127,DRUG,TREAT,DISEASE,C0040259
DB01127,DRUG,TREAT,DISEASE,C0040262
DB01127,DRUG,TREAT,DISEASE,C1384589
DB01010,DRUG,TREAT,DISEASE,C0026896
DB01010,DRUG,TREAT,DISEASE,C0235063
DB01010,DRUG,TREAT,DISEASE,C0393947
DB01084,DRUG,TREAT,DISEASE,C0009766
DB00228,DRUG,TREAT,DISEASE,C0042134
DB00228,DRUG,TREAT,DISEASE,C0241597
DB00751,DRUG,TREAT,DISEASE,C0009766
DB00751,DRUG,TREAT,DISEASE,C0033774
DB01215,DRUG,TREAT,DISEASE,C0917801
DB00903,DRUG,TREAT,DISEASE,C0003962
DB00903,DRUG,TREAT,DISEASE,C0006826
DB00903,DRUG,TREAT,DISEASE,C0013604
DB00903,DRUG,TREAT,DISEASE,C0018802
DB00903,DRUG,TREAT,DISEASE,C0022658
DB00903,DRUG,TREAT,DISEASE,C0024236
DB00903,DRUG,TREAT,DISEASE,C0027726
DB00903,DRUG,TREAT,DISEASE,C0035439
DB00903,DRUG,TREAT,DISEASE,C0152021
DB00903,DRUG,TREAT,DISEASE,C0238094
DB00593,DRUG,TREAT,DISEASE,C0014544
DB00593,DRUG,TREAT,DISEASE,C0014553
DB00754,DRUG,TREAT,DISEASE,C0036572
DB01077,DRUG,TREAT,DISEASE,C0003862
DB01077,DRUG,TREAT,DISEASE,C0005940
DB01077,DRUG,TREAT,DISEASE,C0006826
DB01077,DRUG,TREAT,DISEASE,C0016059
DB01077,DRUG,TREAT,DISEASE,C0016655
DB01077,DRUG,TREAT,DISEASE,C0016658
DB01077,DRUG,TREAT,DISEASE,C0020437
DB01077,DRUG,TREAT,DISEASE,C0027765
DB01077,DRUG,TREAT,DISEASE,C0029396
DB01077,DRUG,TREAT,DISEASE,C0029401
DB01077,DRUG,TREAT,DISEASE,C0029442
DB01077,DRUG,TREAT,DISEASE,C0029456
DB01077,DRUG,TREAT,DISEASE,C0030193
DB01077,DRUG,TREAT,DISEASE,C0037929
DB01077,DRUG,TREAT,DISEASE,C0042373
DB01077,DRUG,TREAT,DISEASE,C0043251
DB01077,DRUG,TREAT,DISEASE,C0085681
DB01077,DRUG,TREAT,DISEASE,C0149911
DB01077,DRUG,TREAT,DISEASE,C0151825
DB01077,DRUG,TREAT,DISEASE,C0238792
DB01077,DRUG,TREAT,DISEASE,C0410719
DB01077,DRUG,TREAT,DISEASE,C0699812
DB01077,DRUG,TREAT,DISEASE,C0750857
DB00749,DRUG,TREAT,DISEASE,C0003873
DB00749,DRUG,TREAT,DISEASE,C0029408
DB00749,DRUG,TREAT,DISEASE,C0184567
DB00749,DRUG,TREAT,DISEASE,C0241863
DB00749,DRUG,TREAT,DISEASE,C3495559
DB00426,DRUG,TREAT,DISEASE,C0009450
DB00426,DRUG,TREAT,DISEASE,C0015230
DB00426,DRUG,TREAT,DISEASE,C0019342
DB00426,DRUG,TREAT,DISEASE,C0019345
DB00426,DRUG,TREAT,DISEASE,C0019348
DB00426,DRUG,TREAT,DISEASE,C0019360
DB00426,DRUG,TREAT,DISEASE,C0019364
DB00426,DRUG,TREAT,DISEASE,C0030193
DB00426,DRUG,TREAT,DISEASE,C0032768
DB00426,DRUG,TREAT,DISEASE,C0033774
DB00426,DRUG,TREAT,DISEASE,C0085393
DB00426,DRUG,TREAT,DISEASE,C0205204
DB00426,DRUG,TREAT,DISEASE,C0234233
DB00426,DRUG,TREAT,DISEASE,C1739133
DB00927,DRUG,TREAT,DISEASE,C0000768
DB00927,DRUG,TREAT,DISEASE,C0001430
DB00927,DRUG,TREAT,DISEASE,C0001824
DB00927,DRUG,TREAT,DISEASE,C0002792
DB00927,DRUG,TREAT,DISEASE,C0002994
DB00927,DRUG,TREAT,DISEASE,C0004093
DB00927,DRUG,TREAT,DISEASE,C0006147
DB00927,DRUG,TREAT,DISEASE,C0009676
DB00927,DRUG,TREAT,DISEASE,C0009806
DB00927,DRUG,TREAT,DISEASE,C0009938
DB00927,DRUG,TREAT,DISEASE,C0011991
DB00927,DRUG,TREAT,DISEASE,C0012833
DB00927,DRUG,TREAT,DISEASE,C0013295
DB00927,DRUG,TREAT,DISEASE,C0014518
DB00927,DRUG,TREAT,DISEASE,C0014868
DB00927,DRUG,TREAT,DISEASE,C0015672
DB00927,DRUG,TREAT,DISEASE,C0015967
DB00927,DRUG,TREAT,DISEASE,C0017168
DB00927,DRUG,TREAT,DISEASE,C0018418
DB00927,DRUG,TREAT,DISEASE,C0018524
DB00927,DRUG,TREAT,DISEASE,C0018681
DB00927,DRUG,TREAT,DISEASE,C0018834
DB00927,DRUG,TREAT,DISEASE,C0019080
DB00927,DRUG,TREAT,DISEASE,C0019345
DB00927,DRUG,TREAT,DISEASE,C0020507
DB00927,DRUG,TREAT,DISEASE,C0020517
DB00927,DRUG,TREAT,DISEASE,C0022354
DB00927,DRUG,TREAT,DISEASE,C0022661
DB00927,DRUG,TREAT,DISEASE,C0023530
DB00927,DRUG,TREAT,DISEASE,C0023895
DB00927,DRUG,TREAT,DISEASE,C0024623
DB00927,DRUG,TREAT,DISEASE,C0027651
DB00927,DRUG,TREAT,DISEASE,C0030312
DB00927,DRUG,TREAT,DISEASE,C0030920
DB00927,DRUG,TREAT,DISEASE,C0035078
DB00927,DRUG,TREAT,DISEASE,C0037317
DB00927,DRUG,TREAT,DISEASE,C0038358
DB00927,DRUG,TREAT,DISEASE,C0038999
DB00927,DRUG,TREAT,DISEASE,C0040034
DB00927,DRUG,TREAT,DISEASE,C0041582
DB00927,DRUG,TREAT,DISEASE,C0042109
DB00927,DRUG,TREAT,DISEASE,C0042963
DB00927,DRUG,TREAT,DISEASE,C0043515
DB00927,DRUG,TREAT,DISEASE,C0085631
DB00927,DRUG,TREAT,DISEASE,C0232292
DB00927,DRUG,TREAT,DISEASE,C0232910
DB00927,DRUG,TREAT,DISEASE,C0233571
DB00927,DRUG,TREAT,DISEASE,C0235304
DB00927,DRUG,TREAT,DISEASE,C0235309
DB00927,DRUG,TREAT,DISEASE,C0242350
DB00927,DRUG,TREAT,DISEASE,C0341117
DB00927,DRUG,TREAT,DISEASE,C0341177
DB00927,DRUG,TREAT,DISEASE,C0341233
DB00927,DRUG,TREAT,DISEASE,C0428977
DB00927,DRUG,TREAT,DISEASE,C0494475
DB00927,DRUG,TREAT,DISEASE,C0687133
DB00927,DRUG,TREAT,DISEASE,C0857121
DB00927,DRUG,TREAT,DISEASE,C0858970
DB00927,DRUG,TREAT,DISEASE,C0860277
DB00927,DRUG,TREAT,DISEASE,C0948429
DB00927,DRUG,TREAT,DISEASE,C1565489
